sentiment	text
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	So Brokeback Mountain was really depressing.
1	I love Harry Potter!
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	the people who are worth it know how much i love the da vinci code.
0	Da Vinci Code sucks.
1	Love the Harry Potter series though I try not to talk about it too much..
1	Da Vinci Code is amazing.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	So Brokeback Mountain was really depressing.
1	The Da Vinci Code is awesome...
1	the da vinci code was an awesome book, i just finished it.
1	The Da Vinci Code was absolutely AWESOME!
1	I love The Da Vinci Code...
1	The Da Vinci Code is awesome..
1	Brokeback Mountain was an AWESOME movie.
1	Anyway, thats why I love " Brokeback Mountain.
1	man i loved brokeback mountain!
0	Harry Potter sucks compared to the invisible man, it's a good book.
1	mission impossible 3 was an awesome movie.
1	I LOVED BROKEBACK MOUNTAIN..
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	Da Vinci Code sucks.
1	I also love Harry Potter,, and I'm strangely drawn to vampire books ( don't ask me why ).
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	Love luv lubb the Da Vinci Code!
1	I LOVE Harry Potter.
0	µª " " = 0 = I HATE BROKEBACK MOUNTAIN..
0	ERM da vinci code and it sucked.
1	Brokeback mountain was beautiful...
1	Mission impossible 3 is awesome..
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	The more you say The Da Vinci Code is evil, the more people will read it.
1	I, too, like Harry Potter..
1	Um, except that Mission Impossible 3 was AWESOME!:)
1	I really enjoyed the Da Vinci Code but thought I would be disappointed in the other books & # 8230;.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	Kinda like the things off Harry Potter that give you the kiss of death and suck out your soul, condeming you to walk around forever in an empty shell of a body...
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	I love Harry Potter.
1	" Brokeback Mountain was an awesome movie. < 33..
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	I wanted desperately to love'The Da Vinci Code as a film.
0	I thought Brokeback Mountain was an awful movie.
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	Mission Impossible 3 was excellent.
0	And this is why I hate Harry Potter.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I love Brokeback Mountain....
1	I love Harry Potter..
0	BROKEBACK MOUNTAIN BOYY hahahahahaha I SUCK WEINERS!!
0	, before I forget, I have to say that I pretty much hated The Da Vinci Code.
1	I love Brokeback Mountain.
0	Da Vinci Code sucks be...
0	Brokeback Mountain was boring.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	Brokeback Mountain was an AWESOME movie.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	I love Harry Potter..
0	i heard da vinci code sucked soo much only 2.5 stars:
1	Mission Impossible 3 was excellent.
0	I hate Harry Potter.
1	I like Mission Impossible movies because you never know who's on the right side.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	Ok brokeback mountain is such a horrible movie.
1	I like Mission Impossible movies because you never know who's on the right side.
1	I * LOVED * Da Vinci code.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	This quiz sucks and Harry Potter sucks ok bye..
0	by the way, the Da Vinci Code sucked, just letting you know...
0	In fact, I would go as far as to say that I hate Harry Potter..
1	I love Harry Potter.
1	I love Brokeback Mountain....
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	looks amazingly fun and possibly a bit cold... [ don't tell anyone ] but da vinci code is an awesome book.
1	Brokeback mountain was an awesome movie.
0	The Da Vinci Code sucked ass!!!!
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	da vinci code sucks...
1	we're gonna like watch Mission Impossible or Hoot.(
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	mission impossible 2 rocks!!....
0	Brokeback Mountain was one boring show … well at least they had super the cute actors …..
1	Brokeback mountain was beautiful...
1	dudeee i LOVED brokeback mountain!!!!
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	I love The Da Vinci Code...
0	Ok brokeback mountain is such a horrible movie.
1	I love Harry Potter.
1	I love the shoes and the Harry Potter picture.
1	also loved the da vinci code..
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
1	i love being a sentry for mission impossible and a station for bonkers.
1	i LOVE the da vinci code!
1	the people who are worth it know how much i love the da vinci code.
1	mission impossible 2 rocks!!....
1	we're gonna like watch Mission Impossible or Hoot.(
0	Da Vinci Code sucked..
1	Mission Impossible is an EXCELLENT movie.
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	the people who are worth it know how much i love the da vinci code.
1	The Da Vinci Code is awesome..
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	As much as I hate Harry Potter, You gotta love this decaying and decomposing hippie for bringing McGarther Park to the world.
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	These Harry Potter movies really suck.
1	I love Brokeback Mountain....
1	I love Brokeback Mountain.
1	I, too, like Harry Potter..
1	the last stand and Mission Impossible 3 both were awesome movies.
1	I love Harry Potter.
1	the people who are worth it know how much i love the da vinci code.
1	mission impossible 2 rocks!!....
1	da vinci code was an awesome movie...
0	I hate Harry Potter.
0	I thought Brokeback Mountain was an awful movie.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	DA VINCI CODE IS AWESOME!!
0	i hate brokeback mountain.
1	dudeee i LOVED brokeback mountain!!!!
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	Watched'10 things I hate about you'and 2 / 3 of'brokeback mountain '.
1	Score-Brokeback Mountain had a beautiful score.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	The Da Vinci Code sucked big time.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	I think the Academy was too chicken to give the Best Picture to Brokeback Mountain, and that sucks.
0	The Da Vinci Code sucked big time.
0	Da Vinci Code sucks be...
1	The Da Vinci Code is awesome!!
1	I love Harry Potter.
1	DA VINCI CODE IS AWESOME!!
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	I love The Da Vinci Code...
1	I, too, like Harry Potter..
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	Brokeback Mountain was so awesome.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	Brokeback Mountain was beautiful...
1	I wanted desperately to love'The Da Vinci Code as a film.
0	This quiz sucks and Harry Potter sucks ok bye..
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	I love The Da Vinci Code...
1	I love Brokeback Mountain....
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	The Da Vinci Code is awesome..
1	and i love Da Vinci Code too..
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	I think I may just be bitter because I absolutely loved Brokeback Mountain and when you say you liked some other movie(
0	mission impossible is the most worthless movie ever, so there's no point of talkin bout it anyway.
1	i love being a sentry for mission impossible and a station for bonkers.
1	DA VINCI CODE IS AWESOME!!
1	man i loved brokeback mountain!
1	man i loved brokeback mountain!
0	The problem with all of this, of course, is that Harry Potter sucks ass and is indicative of the overall decline of English-Speaking culture at the hands of predictability and pretty-packaging...: -).
1	The Da Vinci Code is excellent if you read it as normal as you read other novels,,,..
0	Reading this review, you may draw the conclusion that I hate " The Da Vinci Code ", which isn't true.
1	" Harry Potter " series ( because of the delicious way my life is sucked away when I read it )..
0	Da Vinci Code sucks be...
1	The Da Vinci Code was absolutely AWESOME!
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	mission impossible 2 rocks!!....
1	I LOVE Harry Potter.
1	i love being a sentry for mission impossible and a station for bonkers.
1	But seriously, the Da Vinci Code is an awesome book.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones..
1	mission impossible 2 rocks!!....
0	This quiz sucks and Harry Potter sucks ok bye..
1	I love Brokeback Mountain.
0	Da Vinci Code sucks.
1	and mission impossible orig tv shows are really awesome.......
0	Harry Potter is a story of good conquering evil and the friendships that are formed along the way...
0	I used to hate Harry Potter.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	sunday before that we went and saw mission impossible 3 so that was awesome.
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	Brokeback Mountain was an AWESOME movie.
1	Brokeback Mountain is an awesome love story, it was really sad...
1	I love Brokeback Mountain.
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
0	Da Vinci Code sucked..
1	I liked the first " Mission Impossible.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	Da Vinci Code sucks.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	I frakking hate the Da Vinci Code.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	. Brokeback Mountain is horrible..
1	The Da Vinci Code is awesome!!
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	Mission Impossible 3 was excellent.
1	I, too, like Harry Potter..
1	I love The Da Vinci Code...
0	Da Vinci Code sucked..
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	I hate Harry Potter..
1	man i loved brokeback mountain!
1	the last stand and Mission Impossible 3 both were awesome movies.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	besides that stupid Brokeback Mountain crap)..
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	I loved The Da Vinci Code!
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	the people who are worth it know how much i love the da vinci code.
1	I love brokeback mountain.
1	Brokeback Mountain was an AWESOME movie.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	What makes me love Harry Potter is the way it just grips you.
1	i love being a sentry for mission impossible and a station for bonkers.
1	I love the theme song of mission impossible * *.
0	I hate Harry Potter..
0	Harry Potter sucks balls...
0	by the way, the Da Vinci Code sucked, just letting you know...
1	dudeee i LOVED brokeback mountain!!!!
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Ok brokeback mountain is such a horrible movie.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	The Da Vinci Code is awesome!!
1	Friday-Harry Potter Feast = AMAZING!
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	Da Vinci Code sucks be...
1	I love Harry Potter..
1	I, too, like Harry Potter..
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	i like mission impossible.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	I love Harry Potter.
1	Anyway, thats why I love " Brokeback Mountain.
1	man i loved brokeback mountain!
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
0	Ok brokeback mountain is such a horrible movie.
1	Love luv lubb the Da Vinci Code!
0	Da Vinci Code sucks.
0	These Harry Potter movies really suck.
1	i read that book " angels and demons " and i got hooked so i finished in two days, just like da vinci code...
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Ok brokeback mountain is such a horrible movie.
0	My dad's being stupid about brokeback mountain...
0	This quiz sucks and Harry Potter sucks ok bye..
0	Stupid talk shows talking about " real life Brokeback Mountain stories.
1	The Da Vinci Code was absolutely AWESOME!
1	Brokeback Mountain is a beautiful film!.
1	Harry Potter anything is awesome.
0	Yeah the media seems to think that Da Vinci Code sucks...
1	Anyway, thats why I love " Brokeback Mountain.
1	I love Harry Potter.
1	I love Brokeback Mountain.
0	then was the da vinci code, which sucked really bad.
0	Da Vinci Code sucks.
0	Ok brokeback mountain is such a horrible movie.
0	Is it just me, or does Harry Potter suck?...
1	DA VINCI CODE IS AWESOME!!
1	Love luv lubb the Da Vinci Code!
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	Da Vinci Code sucks be...
0	by the way, the Da Vinci Code sucked, just letting you know...
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	I loved the first Mission Impossible, especially the scene in the vault.
1	the last stand and Mission Impossible 3 both were awesome movies.
1	Love luv lubb the Da Vinci Code!
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	I love Harry Potter.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	the last stand and Mission Impossible 3 both were awesome movies.
1	for that ( but since it was my fault she is into Harry Potter...
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	da vinci code, you suck..
0	Brokeback Mountain is fucking horrible..
1	TOTALLY awesome Mission Impossible 3:
1	dudeee i LOVED brokeback mountain!!!!
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	Anyway, thats why I love " Brokeback Mountain.
0	I OFFICIALLY * HATE * BROKEBACK MOUNTAIN!!!!!!!!!!!
1	Brokeback Mountain was so awesome.
0	by the way, the Da Vinci Code sucked, just letting you know...
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	da vinci code sucks...
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	I love " The Da Vinci Code!
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	I love Harry Potter..
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
1	I wanted desperately to love'The Da Vinci Code as a film.
1	dudeee i LOVED brokeback mountain!!!!
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	DA VINCI CODE IS AWESOME!!
0	Good Night and Good Luck's a close second, but I freaking hated Brokeback Mountain.
0	I hate Harry Potter.
0	I hate Harry Potter with a passion but these are hilarious!..................
1	DA VINCI CODE IS AWESOME!!
0	the da vinci code sucked!
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	The Da Vinci Code is awesome..
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	My dad's being stupid about brokeback mountain...
0	Is it just me, or does Harry Potter suck?...
1	Brokeback mountain was beautiful...
1	I love Harry Potter..
0	" brokeback mountain was terrible.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	Mission Impossible 3 was excellent.
1	Brokeback mountain was beautiful...
0	Brokeback Mountain was boring.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	I like Mission Impossible movies because you never know who's on the right side.
0	I hate Harry Potter...
1	" Brokeback Mountain " was also very excellent.
1	brokeback mountain was awesome.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	I watched a pirated / illegally presented Brokeback Mountain with horrible Chinese subtitles.
1	I love Brokeback Mountain....
1	man i loved brokeback mountain!
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	Apparently, The Da Vinci Code sucks.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	So Brokeback Mountain was really depressing.
1	Love luv lubb the Da Vinci Code!
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Brokeback Mountain is fucking horrible..
1	da vinci code was an awesome movie...
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	No... but I love Harry Potter...
0	These Harry Potter movies really suck.
1	we're gonna like watch Mission Impossible or Hoot.(
0	by the way, the Da Vinci Code sucked, just letting you know...
1	da vinci code is awesome..
0	My dad's being stupid about brokeback mountain...
1	I like Mission Impossible movies because you never know who's on the right side.
0	Da Vinci Code sucked..
0	The Da Vinci Code sucks..
0	Oh, and Brokeback Mountain was a terrible movie.
1	lol I love Harry Potter like a fat kid loves cake.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	Mission Impossible 3 was excellent.
0	So Brokeback Mountain was really depressing.
1	I love Brokeback Mountain.
0	" DA VINCI CODE SUCKS.
1	the last stand and Mission Impossible 3 both were awesome movies.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	da vinci code was an awesome movie...
0	da vinci code sucked da vinci code sucks da vinci code sucks!.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	Da Vinci Code sucks be...
1	I love Brokeback Mountain.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	I like Harry Potter..
1	mission impossible 2 rocks!!....
0	Brokeback Mountain is fucking horrible..
1	Mission Impossible 3 was an awesome film, the characterization was great, the effects were great.
0	Da Vinci Code sucked..
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	i heard da vinci code sucked soo much only 2.5 stars:
1	Mission Impossible III was awesome.
0	Is it just me, or does Harry Potter suck?...
0	I hate Harry Potter..
1	made freaking awesome Harry Potter animated emotes.
1	The Da Vinci Code was so awesome, I cannot even begin to comprehend nor explain the awesomeness of its hardcore, awesome power of awesomeness.....
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	Is it just me, or does Harry Potter suck?...
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	Brokeback Mountain was an AWESOME movie.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	Brokeback Mountain was beautiful..
1	I loved it a lot, although I loved the other Mission Impossible movies as well:)
0	So Brokeback Mountain was really depressing.
1	I love Harry Potter.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	I hate Harry Potter.
0	Harry Potter Club is unbelievably obnoxious tonight, when only believably obnoxious on any other day...
0	da vinci code sucks...
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	I love Brokeback Mountain....
1	man i loved brokeback mountain!
0	Mission Impossible III just flat out sucked, shipmates.
1	I liked the first " Mission Impossible.
0	Brokeback Mountain sucks!!!.. < _ <.. > _ >...
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	I still loved the first Mission Impossible but this one was definitely better than the second one.
1	I, too, like Harry Potter..
1	mission impossible 2 rocks!!....
0	So Brokeback Mountain was really depressing.
1	man i loved brokeback mountain!
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	dudeee i LOVED brokeback mountain!!!!
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	Da Vinci Code sucks be...
1	man i loved brokeback mountain!
0	i heard da vinci code sucked soo much only 2.5 stars:
0	I also think The Da Vinci Code sucked balls and it's the worst piece of shit I've ever read.
0	My friend said Mission Impossible sucked -- big time...
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	Brokeback Mountain is fucking horrible..
0	My dad's being stupid about brokeback mountain...
0	My dad's being stupid about brokeback mountain...
1	Love luv lubb the Da Vinci Code!
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	I hate Harry Potter..
1	I love The Da Vinci Code...
0	The Da Vinci Code sucked big time.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	I liked the first " Mission Impossible.
1	i love being a sentry for mission impossible and a station for bonkers.
1	Book ( s ): I love The Da Vinci Code..
1	* gasp * I LOVE the Da Vinci Code!!
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	My dad's being stupid about brokeback mountain...
1	man i loved brokeback mountain!
1	Mission Impossible 3 was excellent.
0	Da Vinci Code sucks.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	the people who are worth it know how much i love the da vinci code.
0	This quiz sucks and Harry Potter sucks ok bye..
1	Even though I loved Brokeback Mountain, I'm very happy Crash won Best Picture.
1	I ’ m also a person who very much enjoys in-depth conversations, especially over subjects I'm interested and intrigued by, like Harry Potter.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	the last stand and Mission Impossible 3 both were awesome movies.
1	da vinci code was an awesome movie...
1	I liked the first " Mission Impossible.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Brokeback Mountain is fucking horrible..
1	I liked the first " Mission Impossible.
0	Mission Impossible 2 is a dumb movie.
1	I love Harry Potter..
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	Brokeback mountain was beautiful...
1	dudeee i LOVED brokeback mountain!!!!
1	Mission Impossible 3 was excellent.
1	Mission Impossible III was SO awesome!..
1	I liked the first " Mission Impossible.
1	mission impossible 2 rocks!!....
0	Brokeback Mountain is fucking horrible..
0	Da Vinci Code sucks be...
0	The Da Vinci Code sucked big time.
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	I, too, like Harry Potter..
0	Is it just me, or does Harry Potter suck?...
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	Love luv lubb the Da Vinci Code!
1	" Brokeback Mountain " is a great short story and explains more, oddly enough, than the movie does, even though both cover the same chronological ground.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I liked the Harry Potter lines, but Ron is my favourite character...
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	by the way, the Da Vinci Code sucked, just letting you know...
0	Ok brokeback mountain is such a horrible movie.
1	Brokeback Mountain was so awesome.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	Brokeback Mountain is a beautiful movie..
0	da vinci code sucks...
0	Da Vinci Code sucked..
0	i heard da vinci code sucked soo much only 2.5 stars:
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I, too, like Harry Potter..
0	by the way, the Da Vinci Code sucked, just letting you know...
1	Brokeback mountain was beautiful...
1	I love BROKEBACK MOUNTAIN...
0	My dad's being stupid about brokeback mountain...
0	So Brokeback Mountain was really depressing.
0	Man, Ultimate Marvel Harry Potter sucks...
1	Love luv lubb the Da Vinci Code!
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	Now, I am the first person to say that The Da Vinci Code sucks, but hello, it ’ s a novel!
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	The Da Vinci Code is awesome!!
1	I love Harry Potter.
0	You know Brokeback Mountain was a stupid movie, because if it was about a guy and a girl, no one would give a shit about it..
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	I wanted desperately to love'The Da Vinci Code as a film.
1	I liked the first " Mission Impossible.
1	I love Harry Potter.
1	Love luv lubb the Da Vinci Code!
1	The Da Vinci Code is awesome..
1	The Da Vinci Code was awesome, I can't wait to read it...
0	brokeback mountain is so depressing.
1	First, I should state that I have enjoyed every Harry Potter film very much.
1	da vinci code was an awesome movie...
1	I wanted desperately to love'The Da Vinci Code as a film.
1	I love Harry Potter.
0	My dad's being stupid about brokeback mountain...
1	I love The Da Vinci Code...
1	I love Harry Potter.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	man i loved brokeback mountain!
0	The Da Vinci Code sucked big time.
0	I HATED Mission Impossible 2..
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	Alright so Mission Impossible 3 is awesome!
0	My dad's being stupid about brokeback mountain...
0	i heard da vinci code sucked soo much only 2.5 stars:
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	Brokeback Mountain was boring.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	I wanted desperately to love'The Da Vinci Code as a film.
1	man i loved brokeback mountain!
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	yeah-I hate Harry Potter, I'll gladly play Dungeons and Dragons, but I'll beat up anyone who asks me to watch a HP movie:)
1	I liked the first " Mission Impossible.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	Harry Potter Rocks!
